S.N.,Car Name,Model,Chasis Number,Colour,Mileage,Engine,Grade,Details,Price,Landing,Location,imgURL,Picture,Status,Drive Image,First Image
179,Toyota C-HR G Package,2019,ZYX10-2190682,Red,"131,997",1800,3.5,"Headlamps, Toyota Safety Sense",1000000,,Dhaka,https://drive.google.com/thumbnail?id=1zzweIipUG3QyVSK6wrPsbWZFJY3qCHKL&sz=w1000,Picture,Sold,https://drive.google.com/thumbnail?id=13Wpe6PBOz8bA3QjN-uM5t87HH3OReYZq&sz=w1000|https://drive.google.com/thumbnail?id=1TX7-4Az_anlZUWRXw15kEnCpL0y7ShKj&sz=w1000|https://drive.google.com/thumbnail?id=174xHGRyTVvk7M30nKutSw_Nx3569HJgW&sz=w1000|https://drive.google.com/thumbnail?id=1f1HlX8nFSbcxSpbcf1ejoF44jMBtILc3&sz=w1000|https://drive.google.com/thumbnail?id=1mzkXGkjuqYVHOuh5WKUtTM8WIqnaWMBK&sz=w1000|https://drive.google.com/thumbnail?id=1WZSuJy05aPq150NbHJ2wbK-sQhgwRgrH&sz=w1000|https://drive.google.com/thumbnail?id=1HY0f853bs6Ci5T6WjWfmZ1TgzfR8h7ff&sz=w1000|https://drive.google.com/thumbnail?id=1EQtnovW8sGnG4BdSiPMl_yo2dGtUWUoJ&sz=w1000,https://drive.google.com/thumbnail?id=13Wpe6PBOz8bA3QjN-uM5t87HH3OReYZq&sz=w1000
180,Toyota Esquire 5 door XI Package,2019,ZWR80-0413253,Blue,"188, 807",1800,3.5,"Back Monitor, Full segment TV, Alpine Flip down monitor, Navigation System",1000000,,Dhaka,https://drive.google.com/thumbnail?id=1zzweIipUG3QyVSK6wrPsbWZFJY3qCHKL&sz=w1000,Picture,Sold,https://drive.google.com/thumbnail?id=1sbecyUazTx5mua1saJOqU17g-tqVHn5m&sz=w1000|https://drive.google.com/thumbnail?id=1o1JF3ry40lU9vOXvi5h7n0wzNsnIcCsd&sz=w1000|https://drive.google.com/thumbnail?id=1kPuGGj2cNEKKkCCAkz_5iyGPcEgBDHzk&sz=w1000|https://drive.google.com/thumbnail?id=11PPBpL1bpsTDkA2GoSlXDJDSle8JshWj&sz=w1000|https://drive.google.com/thumbnail?id=1BqrwgN-1ztx4IobjO2-iehJnv13tw52K&sz=w1000|https://drive.google.com/thumbnail?id=1x40DbdIA0S65_nM0CwyJxvZMF44Go8uh&sz=w1000|https://drive.google.com/thumbnail?id=1397TwLNMuZgx4LdxHI1sqeOHkpEdrc_t&sz=w1000|https://drive.google.com/thumbnail?id=1rpK0vD8XGEdTICeXv7G5Tjg5z7wsK2S-&sz=w1000,https://drive.google.com/thumbnail?id=1sbecyUazTx5mua1saJOqU17g-tqVHn5m&sz=w1000
181,Toyota Harrier Hybrid Z Leather Package,2020,AXUH80-0007088,Black,"59,134",2500,4.5,"JBL sound, Panoramic view monitor, Power back door, Black leather air seats, Built-in ETC.",1000000,,Dhaka,https://drive.google.com/thumbnail?id=1zzweIipUG3QyVSK6wrPsbWZFJY3qCHKL&sz=w1000,Picture,Sold,https://drive.google.com/thumbnail?id=1X7xVUYc--EFN8HFu5CLdNJGFsxy86Lk5&sz=w1000|https://drive.google.com/thumbnail?id=1Cf_32B4Ow6L-zCOOd2QXOfRtwwLuQ63N&sz=w1000|https://drive.google.com/thumbnail?id=1IMsJIudON1n_Ls_X9nJhxPMpWR_OTnna&sz=w1000|https://drive.google.com/thumbnail?id=13Mwf6Ssv0srxADjNNUHOGDjh0Zvesarg&sz=w1000|https://drive.google.com/thumbnail?id=1pYlvz2Ekt5rQNtredk4VR_9yuJOsOMwJ&sz=w1000,https://drive.google.com/thumbnail?id=1X7xVUYc--EFN8HFu5CLdNJGFsxy86Lk5&sz=w1000
183,Toyota Corolla Axio Hybrid Package,2019,NKE165-7224814,Silver,"27,499",1500,R.A,Toyota Safety Sensor,1000000,,Dhaka,https://drive.google.com/thumbnail?id=1zzweIipUG3QyVSK6wrPsbWZFJY3qCHKL&sz=w1000,Picture,Sold,https://drive.google.com/thumbnail?id=1-QwQ_fd7WFJSvRmBW9JT360KwPVm1Vm7&sz=w1000|https://drive.google.com/thumbnail?id=13-t3ScIYXa6pqkTiPutyb1kAXVR1Lpn4&sz=w1000|https://drive.google.com/thumbnail?id=1qB0hCs7dji04ElSIZAUVAKmVvnI65GZ9&sz=w1000|https://drive.google.com/thumbnail?id=1GS0pICEl0OTPnZ4OvcKuRB97_oSUNnBY&sz=w1000|https://drive.google.com/thumbnail?id=1w7DYl4-6Kx4Btli_AjLZ-mx2QyVVy2U_&sz=w1000|https://drive.google.com/thumbnail?id=1Kcr7jcbjHESZ3VgkNgjvGi_dH3h5nZPa&sz=w1000|https://drive.google.com/thumbnail?id=1ND3mJO8Ab7lUGgM92DuxazGJPqc53iiu&sz=w1000|https://drive.google.com/thumbnail?id=19CqE6bhtHI_4jCXT1vE70m77RAdFCxho&sz=w1000|https://drive.google.com/thumbnail?id=1t0pdtJU5PAvmvJsSuY4YSyPBhVkzZSPF&sz=w1000|https://drive.google.com/thumbnail?id=1Hxhsh0nzysepYhKtrCp9gijHrrUI2jWI&sz=w1000|https://drive.google.com/thumbnail?id=12ErmTPxqIpjf12nM9gwReMydFHSCNNTw&sz=w1000,https://drive.google.com/thumbnail?id=1-QwQ_fd7WFJSvRmBW9JT360KwPVm1Vm7&sz=w1000
184,Toyota Corolla Axio Hybrid EX Package,2019,NKE165-7226496,Silver,"148,537",1500,4,Push Start,1000000,,Dhaka,https://drive.google.com/thumbnail?id=1zzweIipUG3QyVSK6wrPsbWZFJY3qCHKL&sz=w1000,Picture,Sold,https://drive.google.com/thumbnail?id=1fvU6aWkteZgUUWbX_ghVlEi2APoHaUuv&sz=w1000|https://drive.google.com/thumbnail?id=1cjAwi4JDOPaHJ1QlAMWpFxxzvOR2lHgM&sz=w1000|https://drive.google.com/thumbnail?id=17guqg2GwPAWJqedylb_KxmXCaCLKdFN4&sz=w1000|https://drive.google.com/thumbnail?id=1cCQq3AM_SOo6mcYz-xKheBtfagP51-d7&sz=w1000|https://drive.google.com/thumbnail?id=1sDdJsTtsPBgb6_3FRhGMnAV5Cpay5hSA&sz=w1000|https://drive.google.com/thumbnail?id=1BZYANiOCJTbimC2PS8fLtVmE45Dondv-&sz=w1000|https://drive.google.com/thumbnail?id=1vAVusyFw86Vbjy29SSZvzDxYXL-NIL96&sz=w1000|https://drive.google.com/thumbnail?id=1RBuEQyKEPBp4b8l0FJtXSuryP2W2ZZPX&sz=w1000|https://drive.google.com/thumbnail?id=1X2OSuo58LyQ_90cMfPHADGfvdbxDCpGJ&sz=w1000,https://drive.google.com/thumbnail?id=1fvU6aWkteZgUUWbX_ghVlEi2APoHaUuv&sz=w1000
185,Toyota Alphard Hybrid Executive Lounge 4WD Package,2020,AYH30-0100760,Pearl,"88,379",2500,R,"Toyota Safety Sensor, Power back door, Front seat heater, Power slide on both sides.",1000000,,Dhaka,https://drive.google.com/thumbnail?id=1zzweIipUG3QyVSK6wrPsbWZFJY3qCHKL&sz=w1000,Picture,Unsold,https://drive.google.com/thumbnail?id=13tJvQSn7v6oDKYz-D-tGTlE9S4vZsig3&sz=w1000|https://drive.google.com/thumbnail?id=1Ayky7xmRtq1f3y5E6w4f9NkZx1qR8Don&sz=w1000|https://drive.google.com/thumbnail?id=174FVb3QLp3L9hCXda7ni_8dpbF4vYobJ&sz=w1000|https://drive.google.com/thumbnail?id=1tj7-mpUV3IxYq3PCbQ0dK1KkjVKp03sH&sz=w1000|https://drive.google.com/thumbnail?id=15_0INA-cPGcqWJiZuVTUI3YplSbSmNKF&sz=w1000|https://drive.google.com/thumbnail?id=14q3sS9gntYHxdlPvQ-Q-WddCscnn1qkM&sz=w1000|https://drive.google.com/thumbnail?id=10X3hGCrFnKvY_I3o0r-RjhZJivfbC76f&sz=w1000|https://drive.google.com/thumbnail?id=1B4QTdgWwyKeoYxxhP7n93QtPUItF1Ezr&sz=w1000|https://drive.google.com/thumbnail?id=1YUTXBM3gbm3LNfjYxx13z5MmICtdIDQx&sz=w1000|https://drive.google.com/thumbnail?id=191RDUwTycR8e6gg6Lb82m9oCgTGdk38j&sz=w1000,https://drive.google.com/thumbnail?id=13tJvQSn7v6oDKYz-D-tGTlE9S4vZsig3&sz=w1000
186,Toyota Hiace Van Long DX ,2019,TRH200-5041476,White,"345,231",2000,RA,,1000000,,Dhaka,https://drive.google.com/thumbnail?id=1zzweIipUG3QyVSK6wrPsbWZFJY3qCHKL&sz=w1000,Picture,Sold,https://drive.google.com/thumbnail?id=1-HARxj9jd9w3TFb0vGn6-oX_77513WG7&sz=w1000|https://drive.google.com/thumbnail?id=1XYv_IWrXXK7Dy7abGQoQhjwyJXWcT0Bf&sz=w1000|https://drive.google.com/thumbnail?id=1LP-CyZq0la3aYLAI2SlDoD6ZqCVkCFVQ&sz=w1000|https://drive.google.com/thumbnail?id=1Yi8tGSxPdsJrA7m8aFMO0M9cvhzLIF3k&sz=w1000|https://drive.google.com/thumbnail?id=1JppX6ZEO6gi1rmjyZdJLIYhsAW_EML2s&sz=w1000|https://drive.google.com/thumbnail?id=1yknt080YaW3_U6UEmHLBjSohLwNkQln4&sz=w1000|https://drive.google.com/thumbnail?id=1L5YHnDxA-MIbKqZHPQ0GwCUPsm7QbC6_&sz=w1000|https://drive.google.com/thumbnail?id=1H3GQFq8NR005VAJlufjJ0-qp7xnWnOih&sz=w1000,https://drive.google.com/thumbnail?id=1-HARxj9jd9w3TFb0vGn6-oX_77513WG7&sz=w1000
188,Toyota Hiace Van Long Super GL,2019,TRH200-0311191,White,"236,061",2000,3,,1000000,,Dhaka,https://drive.google.com/thumbnail?id=1zzweIipUG3QyVSK6wrPsbWZFJY3qCHKL&sz=w1000,Picture,Sold,https://drive.google.com/thumbnail?id=1lc5dtrmvJGNS8gYfuRNaeYvO_ZcrR4yz&sz=w1000|https://drive.google.com/thumbnail?id=1qFW-JXAY3bRMXu2224yWKrk7Ig9G-LVL&sz=w1000|https://drive.google.com/thumbnail?id=1usb0xOieYf_Awe3m2BqeCVdirvC2X-Ip&sz=w1000|https://drive.google.com/thumbnail?id=1_sSUKlZfdnFkyW8c0CF_8-Fd_egMC59u&sz=w1000|https://drive.google.com/thumbnail?id=1ac8_bUromnGblIUtStCwrwdbutbMPJXl&sz=w1000|https://drive.google.com/thumbnail?id=19hXeRxeCBnEnWTCER9gugUn9TC_Qxm0a&sz=w1000|https://drive.google.com/thumbnail?id=108pxVROeDptZygaDKXLsEFHUPD1x12rv&sz=w1000|https://drive.google.com/thumbnail?id=1iB8kUns0XTgOHp4BKUq1eDBnTYpyFGTc&sz=w1000|https://drive.google.com/thumbnail?id=1tv1m6VyD6vF8mKojsfZRjbVnTLvCo9ed&sz=w1000|https://drive.google.com/thumbnail?id=14KWy4Ge7BwmSclyFftx_QGh5D815DcHV&sz=w1000|https://drive.google.com/thumbnail?id=1jEg6h2tFDM0Ng2QH4avCpIVWLQLzA2uq&sz=w1000,https://drive.google.com/thumbnail?id=1lc5dtrmvJGNS8gYfuRNaeYvO_ZcrR4yz&sz=w1000
189,Toyota Corolla Cross Hybrid Z Package,2022,ZVG11-1022949,Pearl,"77,067",1800,4.5,,1000000,,Dhaka,https://drive.google.com/thumbnail?id=1zzweIipUG3QyVSK6wrPsbWZFJY3qCHKL&sz=w1000,Picture,Sold,https://drive.google.com/thumbnail?id=1MOBMjO8MOeoHe-J6mUGVgjpnRSwcb6-c&sz=w1000|https://drive.google.com/thumbnail?id=1yjCtQQUL-swZrHwkUlRFy9XM4Wt6Z-9M&sz=w1000|https://drive.google.com/thumbnail?id=1EbNNsRkXKfwZQKe_wEHTjXa92MvCM1oP&sz=w1000|https://drive.google.com/thumbnail?id=110JFNJilGyJSIVlihKtdmGlktX8bMZSJ&sz=w1000|https://drive.google.com/thumbnail?id=1FGzs4eE0fiB-RCWmCJ_yh9Xx0r13dX53&sz=w1000|https://drive.google.com/thumbnail?id=1I-0M-zAJuCq4-SHcTQtFHPOrb1RPctWJ&sz=w1000|https://drive.google.com/thumbnail?id=1wW80WJZkdaWUbnS-WwFjMCldSeCkI2AW&sz=w1000,https://drive.google.com/thumbnail?id=1MOBMjO8MOeoHe-J6mUGVgjpnRSwcb6-c&sz=w1000
191, Toyota Esquire Hybrid GI Package,2019,ZWR80-0395084,Sparkling Black Pearl,"179,277",1800,3.5,,1000000,,Dhaka,https://drive.google.com/thumbnail?id=1zzweIipUG3QyVSK6wrPsbWZFJY3qCHKL&sz=w1000,Picture,Sold,https://drive.google.com/thumbnail?id=1xKSuo2hbg8uH39fBB3aHMTEWLW2M8SSm&sz=w1000|https://drive.google.com/thumbnail?id=1OicSwMvexjfDb4lLTgtxfG93kVgEy78q&sz=w1000|https://drive.google.com/thumbnail?id=1gCxgjBqukZ-_iU4qdi2xZ79MXwBieSDo&sz=w1000|https://drive.google.com/thumbnail?id=1yM3Qliesh4VOg_rDo1jqRS5yN3Fuq3TD&sz=w1000|https://drive.google.com/thumbnail?id=1Nr0u0qR8nAYcHsMooDxxV9ErLPGu-SSj&sz=w1000|https://drive.google.com/thumbnail?id=1tnw_9apj9iwz943_WE278JJMiZ7bmTTb&sz=w1000|https://drive.google.com/thumbnail?id=1l3xKnHJ8v-rNtV-7QAajLtmnxdKs1UF4&sz=w1000,https://drive.google.com/thumbnail?id=1xKSuo2hbg8uH39fBB3aHMTEWLW2M8SSm&sz=w1000
192,Toyota C-HR G Package,2019,ZYX10-2190682,Red,"131,977",1800,3.5,"Toyota Safety Sense, LED Headlamp,.",1000000,,Dhaka,https://drive.google.com/thumbnail?id=1zzweIipUG3QyVSK6wrPsbWZFJY3qCHKL&sz=w1000,Picture,Sold,https://drive.google.com/thumbnail?id=15lYU6kfJd67aZUxLyfl1erct1t4afZMw&sz=w1000|https://drive.google.com/thumbnail?id=1lnKRdOW1OgqzOkxfVyP7PjKNAO9iy8SF&sz=w1000|https://drive.google.com/thumbnail?id=1ClCHVKmuEOdpprG21jJfmmpI_YnwZG8Q&sz=w1000|https://drive.google.com/thumbnail?id=1oCBFgCla6NaQNPde0KZdqvYPL4qSUdzV&sz=w1000|https://drive.google.com/thumbnail?id=1456Urh21j6kcNhotw7NdCjPLzQ-Uq7wd&sz=w1000|https://drive.google.com/thumbnail?id=1ko8dbf8Sk7TZqlzj4yPiU--QuwJtbxHU&sz=w1000|https://drive.google.com/thumbnail?id=1azBgfjetsD5x4VZ1KEXsXUPbeLH6TEvo&sz=w1000,https://drive.google.com/thumbnail?id=15lYU6kfJd67aZUxLyfl1erct1t4afZMw&sz=w1000
193,Toyota Esquire Hybrid 5-Door XI Package,2019,ZWER80-0413253,Galactic Aqua,"188,807",1800,3.5,"Navigation, Back Monitor, Full-segment T,V, Alpine Flip -down monitor",1000000,,Dhaka,https://drive.google.com/thumbnail?id=1zzweIipUG3QyVSK6wrPsbWZFJY3qCHKL&sz=w1000,Picture,Sold,https://drive.google.com/thumbnail?id=1MPmnudTxH1q8N76QcDnpbRqEE9iYCz3o&sz=w1000|https://drive.google.com/thumbnail?id=1s0n3i2gw7PnyUQcrDyYE9j8dXE1-h-Vf&sz=w1000|https://drive.google.com/thumbnail?id=1NtJMDDhtF6VbqnFmlxHTHQQh8SiJJBzg&sz=w1000|https://drive.google.com/thumbnail?id=1rHcKu-Rjiah5YTYwYRyvtRIqw0sncgSX&sz=w1000|https://drive.google.com/thumbnail?id=1_nDZa4xvy14qabU49ersloLVLQc1kExr&sz=w1000|https://drive.google.com/thumbnail?id=12fB6X4wj07Gd9xPTopA_YTXO5wf2JV6E&sz=w1000|https://drive.google.com/thumbnail?id=1eO6tZDuCmfs3SA5xvyeQB5zgm2DEShIy&sz=w1000,https://drive.google.com/thumbnail?id=1MPmnudTxH1q8N76QcDnpbRqEE9iYCz3o&sz=w1000
194,Toyota Corolla Axio Hybrid,2019,NKE165-77224666,White,"113,954",1500,4,Toyota Safety Sense,1000000,,Dhaka,https://drive.google.com/thumbnail?id=1zzweIipUG3QyVSK6wrPsbWZFJY3qCHKL&sz=w1000,Picture,Sold,https://drive.google.com/thumbnail?id=11f0uL2B0Cl8FXHSTyhxaKmR3aKiASXbg&sz=w1000|https://drive.google.com/thumbnail?id=19rl1H6JWg9-TmasoPojKNUWQDuMS9lxd&sz=w1000|https://drive.google.com/thumbnail?id=1fbDkRrdc9ghLhLO7EtDWjVwuQETuKMRO&sz=w1000|https://drive.google.com/thumbnail?id=1hpYbrYEwtDPF2UxrgBmEZJ4Tzjha1rX2&sz=w1000|https://drive.google.com/thumbnail?id=1iJ1Gn_aMXRXgKyRtaoTBC1aqJC0YLuvL&sz=w1000,https://drive.google.com/thumbnail?id=11f0uL2B0Cl8FXHSTyhxaKmR3aKiASXbg&sz=w1000
195,Toyota Voxy Hybrid X Package,2019,ZWR80-0424802,Black,"294,232",1800,R,"Push Start, Left side Power sliding door, Toyota Safety Sense",1000000,,Dhaka,https://drive.google.com/thumbnail?id=1zzweIipUG3QyVSK6wrPsbWZFJY3qCHKL&sz=w1000,Picture,Unsold,https://drive.google.com/thumbnail?id=1WDDmLUdV8NuiDLnThKNVbt5ZFqp26WiG&sz=w1000|https://drive.google.com/thumbnail?id=1uF5gcjmogmIv2OtE6QbFg5XnOF1rnlRL&sz=w1000|https://drive.google.com/thumbnail?id=1ROADLx1euy47g5Wpv1TQ-ZivsyoCugfT&sz=w1000|https://drive.google.com/thumbnail?id=1GvVE4xAHPioX3Q4UebeV5NPfC-6ucJrv&sz=w1000|https://drive.google.com/thumbnail?id=1XEdbsY3ZoZR66HddKhaUGVWcSFEn9kew&sz=w1000|https://drive.google.com/thumbnail?id=1VRV5bWMNiHRKiENqrT--G9iOkq315wsh&sz=w1000|https://drive.google.com/thumbnail?id=1LaXGG_5UMXxk493NqUrkxghosVeadq07&sz=w1000|https://drive.google.com/thumbnail?id=1fG3jr4ai1Iufa18RaayWAmJAHR4DFnjB&sz=w1000|https://drive.google.com/thumbnail?id=1FC0D9xlKceRTKh18e6Y9NNlYsiFW9-er&sz=w1000|https://drive.google.com/thumbnail?id=174ja30LhhtFj-t4vAcLYc9MSAMM9iqqo&sz=w1000|https://drive.google.com/thumbnail?id=1X5gozxjtc-s3Ntzg0b6h4Yo15w5XQlZY&sz=w1000,https://drive.google.com/thumbnail?id=1WDDmLUdV8NuiDLnThKNVbt5ZFqp26WiG&sz=w1000
196,Toyota Corolla Axio Hybrid,2019,NKE165-7224966,White,"128,539",1500,3.5,Toyota Safety Sense,1000000,,Dhaka,https://drive.google.com/thumbnail?id=1zzweIipUG3QyVSK6wrPsbWZFJY3qCHKL&sz=w1000,Picture,Sold,https://drive.google.com/thumbnail?id=1pFXJB3KV5PwsgeFXvVPQJFTjVTRmkFtT&sz=w1000|https://drive.google.com/thumbnail?id=11hphHd8clOCcI5IBTz89msHoFNhM2vLQ&sz=w1000|https://drive.google.com/thumbnail?id=1hwG2xxkGil-aiYY346hRRcubUAAPB9lJ&sz=w1000|https://drive.google.com/thumbnail?id=1PVxUaJLE0_ddYKepvw3lc3vMLzl2cDva&sz=w1000|https://drive.google.com/thumbnail?id=1qfc5Kh4K7xJaGf05v27E-wi6Y4e3hbtu&sz=w1000|https://drive.google.com/thumbnail?id=1oamloQL4a3ED175smbj3qFDBPlpktaG0&sz=w1000|https://drive.google.com/thumbnail?id=1dN6CSzPMQhHEn61iay-lVCSwoi2iqWJN&sz=w1000|https://drive.google.com/thumbnail?id=1oRdUbeaI8JzINs1TUpsATL4_GKZ7Em9j&sz=w1000|https://drive.google.com/thumbnail?id=1tU-9ux_B3pVIAHHy-oX1rxaGw2FTxkpO&sz=w1000,https://drive.google.com/thumbnail?id=1pFXJB3KV5PwsgeFXvVPQJFTjVTRmkFtT&sz=w1000
197,Toyota Corolla Axio Hybrid EX Package,2019,NKE165-7226755,Silver,"177,886",1500,3.5,"Toyota Safety Sense, Parking Support brake, Navigation, T.V ",1000000,,Dhaka,https://drive.google.com/thumbnail?id=1zzweIipUG3QyVSK6wrPsbWZFJY3qCHKL&sz=w1000,Picture,Unsold,https://drive.google.com/thumbnail?id=12n3rUFrcUgZy8NgW5DuKZM3QcFDz4Wa4&sz=w1000|https://drive.google.com/thumbnail?id=1yMWNYDW8emaEmQybjbk17ZihLGhCbLPW&sz=w1000|https://drive.google.com/thumbnail?id=1jkVAYK5oqphXZqUmg7QasQQC1GQfHIt0&sz=w1000|https://drive.google.com/thumbnail?id=1RGSLV7TIywTZNz8MQLAw9n-a-1Wlp6E4&sz=w1000|https://drive.google.com/thumbnail?id=1o1brKWA9c1u4j46W4hR1a2vP_2TWVkDm&sz=w1000|https://drive.google.com/thumbnail?id=1jXreB27mIhvxf5dmkcBBlZ1orPakQiTU&sz=w1000|https://drive.google.com/thumbnail?id=1H6e9LqF-wkU-uK6oyjZEJoYgeb6jMCIW&sz=w1000|https://drive.google.com/thumbnail?id=1JzvqATuTQvqUzP6rA4kTx2LDKhVhwuJy&sz=w1000|https://drive.google.com/thumbnail?id=1-i_y7vnlb7ufoL_faYOMzQfRZyDyhsl1&sz=w1000|https://drive.google.com/thumbnail?id=1ln8pap-oF1alWs3VxNIMR2yKsJYrkG3a&sz=w1000|https://drive.google.com/thumbnail?id=1v8IJ-GmvzbtVJZFrRMNyClx8-Imsl1Uu&sz=w1000,https://drive.google.com/thumbnail?id=12n3rUFrcUgZy8NgW5DuKZM3QcFDz4Wa4&sz=w1000
198,Toyota Corolla Axio Hybrid EX Package,2019,NKE165-7226606,Silver,"222,343",1500,2,"Push Start, Toyota Safety Sense, Navigation",1000000,,Dhaka,https://drive.google.com/thumbnail?id=1zzweIipUG3QyVSK6wrPsbWZFJY3qCHKL&sz=w1000,Picture,Unsold,https://drive.google.com/thumbnail?id=12n3rUFrcUgZy8NgW5DuKZM3QcFDz4Wa4&sz=w1000|https://drive.google.com/thumbnail?id=1yMWNYDW8emaEmQybjbk17ZihLGhCbLPW&sz=w1000|https://drive.google.com/thumbnail?id=1jkVAYK5oqphXZqUmg7QasQQC1GQfHIt0&sz=w1000|https://drive.google.com/thumbnail?id=1RGSLV7TIywTZNz8MQLAw9n-a-1Wlp6E4&sz=w1000|https://drive.google.com/thumbnail?id=1o1brKWA9c1u4j46W4hR1a2vP_2TWVkDm&sz=w1000|https://drive.google.com/thumbnail?id=1jXreB27mIhvxf5dmkcBBlZ1orPakQiTU&sz=w1000|https://drive.google.com/thumbnail?id=1H6e9LqF-wkU-uK6oyjZEJoYgeb6jMCIW&sz=w1000|https://drive.google.com/thumbnail?id=1JzvqATuTQvqUzP6rA4kTx2LDKhVhwuJy&sz=w1000|https://drive.google.com/thumbnail?id=1-i_y7vnlb7ufoL_faYOMzQfRZyDyhsl1&sz=w1000|https://drive.google.com/thumbnail?id=1ln8pap-oF1alWs3VxNIMR2yKsJYrkG3a&sz=w1000|https://drive.google.com/thumbnail?id=1v8IJ-GmvzbtVJZFrRMNyClx8-Imsl1Uu&sz=w1000,https://drive.google.com/thumbnail?id=12n3rUFrcUgZy8NgW5DuKZM3QcFDz4Wa4&sz=w1000
200,Toyota HYBRID PUSH FIELDER,2020,NKE165-7231690,Silver,"181,000",1500,3.5,Toyota Safety Sense,1000000,,Dhaka,https://drive.google.com/thumbnail?id=1zzweIipUG3QyVSK6wrPsbWZFJY3qCHKL&sz=w1000,Picture,Unsold,https://drive.google.com/thumbnail?id=1fuwtLUfJog-W1DA6e1j5ElBhs03lBYR2&sz=w1000|https://drive.google.com/thumbnail?id=1eFlsVFgEWk1VmPyZizhO8u2RJ8rlpwHs&sz=w1000|https://drive.google.com/thumbnail?id=1hbOQrMeXJ-dR4N8S7fio83GzZMYG7qg0&sz=w1000|https://drive.google.com/thumbnail?id=17JN_G9meidmPTC7VZjEznrg2STv6hg9J&sz=w1000|https://drive.google.com/thumbnail?id=1I9fdtj5TgjKiRXHhRpRI0i_A8iSKpAlh&sz=w1000|https://drive.google.com/thumbnail?id=1CTW5tYYgZmbnWi2RcUXQ26CbQba1RFAY&sz=w1000|https://drive.google.com/thumbnail?id=1-4i4b-isw7kQIWuAEpmJbWfCrmB5XumA&sz=w1000|https://drive.google.com/thumbnail?id=1omvwb8vlmYp6TYbmrcZ7k9np5kvSOARu&sz=w1000,https://drive.google.com/thumbnail?id=1fuwtLUfJog-W1DA6e1j5ElBhs03lBYR2&sz=w1000
201,Toyota Hiace Van Long Super GL Package ,2019,CBF-TRH200V,Gray,"61,234",2000,3,Toyota Safety Sense,1000000,,Dhaka,https://drive.google.com/thumbnail?id=1zzweIipUG3QyVSK6wrPsbWZFJY3qCHKL&sz=w1000,Picture,Sold,https://drive.google.com/thumbnail?id=1SCo3Nn0OU_4RQPjsYIyUv7bzfvxVEmAs&sz=w1000|https://drive.google.com/thumbnail?id=1oO2pHFneU-v0_oZMwZJMqNTYbobnzgA-&sz=w1000|https://drive.google.com/thumbnail?id=14DA6lWNslqN7IcI5ojKLnnOlCKw-0Cem&sz=w1000|https://drive.google.com/thumbnail?id=1f9ELz0HoR6v2_swyF0B3She2RvYTrsMH&sz=w1000|https://drive.google.com/thumbnail?id=1tecOWyzICt5yRpvB2cUB7wEuaAsq9KPW&sz=w1000|https://drive.google.com/thumbnail?id=1QPVKWshs-1Rq321TQerl2yMVdwSsRSwf&sz=w1000|https://drive.google.com/thumbnail?id=1bNRg2zLqpIAfery4FPzW6ml6pUp433uh&sz=w1000|https://drive.google.com/thumbnail?id=11LeCORxF_ZoJUvg25dbxgUiiHbvt4896&sz=w1000|https://drive.google.com/thumbnail?id=1DigfnR06eaOAaoogZXFSZUuKnzEmY_-7&sz=w1000|https://drive.google.com/thumbnail?id=1WqNuNH-KJe3K067N0tGgayuwc0FQji_-&sz=w1000|https://drive.google.com/thumbnail?id=1WY6MKYQ5eK0UqINFAhfvkK0FIvI1dx4t&sz=w1000|https://drive.google.com/thumbnail?id=1FqcKHiBS3C-jLebGn-_1sa9EU_JFaf45&sz=w1000,https://drive.google.com/thumbnail?id=1SCo3Nn0OU_4RQPjsYIyUv7bzfvxVEmAs&sz=w1000
