S.N.,Car Name,Model,Chasis Number,Colour,Mileage,Engine,Grade,Details,Landing,Location,Picture Drive Link ,Thumbnail Pic,All Images,Status,Drive Image
24,Toyota Aqua Silver G Package,2019,NHP10-6840976,Silver,"95,250",1496,3.5,Push Start,,Dhaka,https://drive.google.com/drive/folders/1iWWf3VIwrGvzjClrFSwp9lkuQ16essMx?usp=drive_link,https://drive.google.com/file/d/1rGLO0LA-Go4G1v0ukvmkKxTgdJKlai-H/view?usp=drive_link,"https://drive.google.com/file/d/1FoTUAElEByyWpbuqupfJ0C-Ep-GM_FmV/view?usp=drivesdk 
https://drive.google.com/file/d/1LV4OGYfz-lOiPjo8vM_Jn9MPx6uXqLyv/view?usp=drivesdk 
https://drive.google.com/file/d/1YTTGv2Uo_6CLl2WaiIN2nG147v_kwnrX/view?usp=drivesdk 
https://drive.google.com/file/d/1aBhxGJrTcCn09QoGEFeuy4GuPozZoPXj/view?usp=drivesdk 
https://drive.google.com/file/d/1rGLO0LA-Go4G1v0ukvmkKxTgdJKlai-H/view?usp=drivesdk ",Sold,https://drive.google.com/drive/folders/1iWWf3VIwrGvzjClrFSwp9lkuQ16essMx?usp=drive_link
25,Toyota Corolla Axio EX Package,2021,NRE161-0093036,Silver,"137,589",1500,3.5,"Toyota Safety Sense, Push start",,Dhaka,https://drive.google.com/drive/folders/1mkKLR44heuETVc3-RPXdDSvgHAor_f4e?usp=drive_link,https://drive.google.com/file/d/1H9uESYTYlsRj-NCys2Durj_F1zASU8eS/view?usp=drive_link,"https://drive.google.com/file/d/12g6tRXHGzKz-G5mEziLBctopJAclaV1M/view?usp=drivesdk 
https://drive.google.com/file/d/1H9uESYTYlsRj-NCys2Durj_F1zASU8eS/view?usp=drivesdk 
https://drive.google.com/file/d/1OM1Mjolz4Q9YMD-UZ0ahcaN3qklZVGKZ/view?usp=drivesdk 
https://drive.google.com/file/d/1PJ9a1sEqMNu46Fd1SgtMD_prQAKtSHz3/view?usp=drivesdk 
https://drive.google.com/file/d/1U2I1Q3Wq1OOknz6qnXht1djaLbcfAEAg/view?usp=drivesdk 
https://drive.google.com/file/d/1mzT-l7_3Ue4z8PngcU4ai6iZNl20rkBv/view?usp=drivesdk 
https://drive.google.com/file/d/1n-2qGVNTzG4BeUoZ1r9EOYhF4RuL1Btz/view?usp=drivesdk ",Unsold,https://drive.google.com/drive/folders/1mkKLR44heuETVc3-RPXdDSvgHAor_f4e?usp=drive_link
26,Toyota Corolla Fielder Hybrid Package,2019,NKE165-7210725,Silver,"189,378",1500,3.5,Toyota Safety Sense,,Dhaka,https://drive.google.com/drive/folders/1vs4O0DpCu6u4C0s-BU7YIzungvxzvQJ8?usp=drive_link,https://drive.google.com/file/d/1zl2_KjMctkEpEA1xWT5P6gP_XZcISzCq/view?usp=drive_link,"https://drive.google.com/file/d/1XcvkcefQwOR71HUoFOTlxgBigz2Uqx0_/view?usp=drivesdk 
https://drive.google.com/file/d/1D786DLqFedcq2i8CHHawrpETFP30sU5t/view?usp=drivesdk 
https://drive.google.com/file/d/1Mqf8qnCSHKXaaqX8vq4fURi1yTLHd3Be/view?usp=drivesdk 
https://drive.google.com/file/d/1fKlzyPBVXnvMvGTMfes5DvEIiEqkEGFD/view?usp=drivesdk 
https://drive.google.com/file/d/1jDFDIZ_-CwBSy4b5CGTMHtT4N3mZT6WM/view?usp=drivesdk 
https://drive.google.com/file/d/1mHwNXU0HKu3lq3_z-8MnvOeqBS5tC1ew/view?usp=drivesdk 
https://drive.google.com/file/d/1zl2_KjMctkEpEA1xWT5P6gP_XZcISzCq/view?usp=drivesdk ",Sold,https://drive.google.com/drive/folders/1vs4O0DpCu6u4C0s-BU7YIzungvxzvQJ8?usp=drive_link
27,Toyota Corolla Fielder Silver Hybrid Package,2019,DAA-NKE165G,Silver,"189,012",1500,R,,,Dhaka,https://drive.google.com/drive/folders/1ZfnkHNw1iVMbPmOconXhelA7QCmafWiK?usp=drive_link,https://drive.google.com/file/d/1PTYjx-AD-2L00vZ0zArglcOkumFsXkFx/view?usp=drive_link,"https://drive.google.com/file/d/1Pl2g7755PoaesieIj3Od2hVWnnfG6hZ7/view?usp=drivesdk 
https://drive.google.com/file/d/1-cwj0SK4SbVmBZJunjpnIUnyt1kWo_gD/view?usp=drivesdk 
https://drive.google.com/file/d/15noY_TgWeb4SYp9wLdFgTNdneg5nLJkR/view?usp=drivesdk 
https://drive.google.com/file/d/1GFlnrr-wvRKSnwnRqc0Fi8IVBLq3ngke/view?usp=drivesdk 
https://drive.google.com/file/d/1L6NJHMR08oPvW7qfOpPj78QhK6MdifwK/view?usp=drivesdk 
https://drive.google.com/file/d/1PTYjx-AD-2L00vZ0zArglcOkumFsXkFx/view?usp=drivesdk 
https://drive.google.com/file/d/1Q4b0hoy705vpN6sJQd8szeK041PVcrlA/view?usp=drivesdk 
https://drive.google.com/file/d/1aUCYUujetINTq2M3uKcQI4r8KtQOtbDo/view?usp=drivesdk 
https://drive.google.com/file/d/1fF7PxAKx0hH7v5SOcU42sagIbElmNPBM/view?usp=drivesdk 
https://drive.google.com/file/d/1gSxp8g1bH1cdedi2fvrhfTMMsozZ4Wx8/view?usp=drivesdk 
https://drive.google.com/file/d/1rpnRC7cUH1Y_WxyzS_NqgMfbfsn3SXLr/view?usp=drivesdk 
https://drive.google.com/file/d/1wg3TjrhbCN7YY7C267AvLLGFmEshEtnC/view?usp=drivesdk ",Sold,https://drive.google.com/drive/folders/1ZfnkHNw1iVMbPmOconXhelA7QCmafWiK?usp=drive_link
29,Toyota Regius Ace Van Long DX Package,2020,TRH200V,Silver,"108,216",2000,3,"Toyota Safety Sense, Vehicle Stability Control, Built-in ETC, Keyless entry",,Dhaka,https://drive.google.com/drive/folders/19EsmdOl2MEdWmkIFidkspZ2yWB4ceBaO?usp=drive_link,https://drive.google.com/file/d/1fxYbWskuiNfUOwWRH1h3X-4bYLwfPhAZ/view?usp=drive_link," https://drive.google.com/file/d/112zzpWzpR1U3wAQWHuyogHmQHnjsarz2/view?usp=drivesdk 
https://drive.google.com/file/d/1CkDS_m4vABojxy064K0fKIxb1bjprxLk/view?usp=drivesdk 
https://drive.google.com/file/d/1MrEKVg90uHRTtrl7n_iFkAYFCV1ytHfy/view?usp=drivesdk 
https://drive.google.com/file/d/1QxCdvRs8V3yqGZv-eveJj6xVlKygpdfN/view?usp=drivesdk 
https://drive.google.com/file/d/1fxYbWskuiNfUOwWRH1h3X-4bYLwfPhAZ/view?usp=drivesdk 
https://drive.google.com/file/d/1ikAfyLEySyaS_Gxr1N09-5668vvUSBFF/view?usp=drivesdk 
https://drive.google.com/file/d/1mPb58lAAXpZZXl5__L0oJLXObkuPwavs/view?usp=drivesdk 
https://drive.google.com/file/d/1zP5-w8z9XOCeBQ3fLrcFir3gxA2YwjYt/view?usp=drivesdk ",Sold,https://drive.google.com/drive/folders/19EsmdOl2MEdWmkIFidkspZ2yWB4ceBaO?usp=drive_link
31,Toyota Corolla Axio Hybrid G Package,2019,NKE165-7213231,White,"190,506",1500,3.5,"Toyota Safety Sense, Back camera",,Dhaka,https://drive.google.com/drive/folders/1OpaK9Jo4A6Cj5y1OA0pXxdsohlrEP9jP?usp=drive_link,https://drive.google.com/file/d/1yKJv9M8Duq9hA7_y4umoBeciTCUPGIAN/view?usp=drive_link," https://drive.google.com/file/d/1741bqeZeXAjFnGZLMGsNCJsC-ENmgJis/view?usp=drivesdk 
https://drive.google.com/file/d/1GjK5ehoEeydA9lUdDgYG15NA5KRpgumW/view?usp=drivesdk 
https://drive.google.com/file/d/1jpV_sqQ_oI1qNQ0wTnCC9xz9TB0w6-SL/view?usp=drivesdk 
https://drive.google.com/file/d/1q9LzUkr-WxNVzHHAd_aEfQ04J4O7tumO/view?usp=drivesdk 
https://drive.google.com/file/d/1yKJv9M8Duq9hA7_y4umoBeciTCUPGIAN/view?usp=drivesdk 
https://drive.google.com/file/d/1yfFxJrHZraLOng_oWYDfeppKEVuHUwX5/view?usp=drivesdk ",Sold,https://drive.google.com/drive/folders/1OpaK9Jo4A6Cj5y1OA0pXxdsohlrEP9jP?usp=drive_link
32,Toyota Corolla Axio White 2019 Hybrid G Package,2019,NKE165-7208209,White,"214,252",1500,3.5,,,Dhaka,https://drive.google.com/drive/folders/1ZY3u2LVijm6-Te8m_0kVjoigWlIuvDI7?usp=drive_link,https://drive.google.com/file/d/1GT3Vp_6HxDPlca9deSAzf7onkA3nVQoG/view?usp=drive_link,"https://drive.google.com/file/d/1D8zqUUgLhIGDEob1D9mMs0Qzv1PvrVVH/view?usp=drivesdk 
https://drive.google.com/file/d/1GT3Vp_6HxDPlca9deSAzf7onkA3nVQoG/view?usp=drivesdk 
https://drive.google.com/file/d/1fHEC4RGMXxhZpzXfOH9nRaH5QGCkpOe6/view?usp=drivesdk 
https://drive.google.com/file/d/1j-U_yiH5dsbP6xLZxk9j-zwuVN1Iu0Mx/view?usp=drivesdk 
https://drive.google.com/file/d/1mVVTSe6QoIoSh-8N5Bo99CmWqQdhlMdl/view?usp=drivesdk 
https://drive.google.com/file/d/1o3KdNMbBv8wk_YhV50XSlKi9pBv_OSXW/view?usp=drivesdk 
https://drive.google.com/file/d/1p22RzSSH4ovscawvRr06btS6kBm5ik3B/view?usp=drivesdk 
https://drive.google.com/file/d/1uugAezEGAqU0JC29myBmeVTU2mRWXXQ5/view?usp=drivesdk 
https://drive.google.com/file/d/1xvfSLsQYkFCBcHQJU-aHux5YN5dR-Rww/view?usp=drivesdk ",Sold,https://drive.google.com/drive/folders/1ZY3u2LVijm6-Te8m_0kVjoigWlIuvDI7?usp=drive_link
33,Toyota Esquire White Hybrid Xi Package,2021,ZWR80-0513029,White,"77,090",1800,R,"Power slide on both sides, Front seat heater, Cruise control, Automatic high beam, Pre-crash safety",,Dhaka,https://drive.google.com/drive/folders/1mxGoDtqA9vaL6PjchESNbnd39ZfDCmIb?usp=drive_link,https://drive.google.com/file/d/1YNVfDbw5TjxLNfYcEwtyA3HhY9tx4lVa/view?usp=drive_link,"https://drive.google.com/file/d/10u_Ezpsr64KFovHCgGG-kSR4hnkQgX0Q/view?usp=drivesdk 
https://drive.google.com/file/d/14SHndBfAk6HxamHFBzX3FSZgospG4wP8/view?usp=drivesdk 
https://drive.google.com/file/d/1Fr5EPX6H7YWNWhloksLhzvVHc0aJ78Le/view?usp=drivesdk 
https://drive.google.com/file/d/1InbbF2ka3SljvoeFUlk-xsaKZrj2E4Db/view?usp=drivesdk 
https://drive.google.com/file/d/1W4Ia5Uay9hAqti2g60hWCHsjw05E5Lsr/view?usp=drivesdk 
https://drive.google.com/file/d/1YNVfDbw5TjxLNfYcEwtyA3HhY9tx4lVa/view?usp=drivesdk 
https://drive.google.com/file/d/1dYwGURHzhn89MWuFd0MXO68-16qI6-HZ/view?usp=drivesdk 
https://drive.google.com/file/d/1dxWjmhUHPvjuCY6HXt7TzHw_qYNRst9p/view?usp=drivesdk 
https://drive.google.com/file/d/1fRsNu7rwflHUUzFJpyh1Qh4VejiIeZwv/view?usp=drivesdk 
https://drive.google.com/file/d/1qO4RqKz2sqD8stXerCXnzKhzk20DckNu/view?usp=drivesdk 
https://drive.google.com/file/d/1tlDrRNfYhdQ5qOXA-xJ-bPN88HZBcSvq/view?usp=drivesdk  ",Sold,https://drive.google.com/drive/folders/1mxGoDtqA9vaL6PjchESNbnd39ZfDCmIb?usp=drive_link
36,Toyota Noah Hybrid Hybrid G Package,2019,ZWR80-0390032,White,"161,978",1800,3.5,"Toyota Safety Sense, Cruise control, Front seat heaters, Power sliding doors on both sides, Built-in ETC 2.0",,Dhaka,https://drive.google.com/drive/folders/1BkpyXZL8iDWisXfhwMjeQWEzDk5aNQpA?usp=drive_link,https://drive.google.com/file/d/1RYX3PIoy9dvQwgJj5F92kiAGGadX_V4w/view?usp=drive_link,"https://drive.google.com/file/d/17SdBuTMR9rCi552WahlWWFlny9Fa5v3T/view?usp=drivesdk 
https://drive.google.com/file/d/1DPfISM6OQAShoGuJwd2bK7E6tHdN_9V7/view?usp=drivesdk 
https://drive.google.com/file/d/1F6b-0Qtovo6jvPVsjBk0JvBpG8g6Xen4/view?usp=drivesdk 
https://drive.google.com/file/d/1Kq0m9EfE0BQEIRMygNHHzJWdltIUBLhR/view?usp=drivesdk 
https://drive.google.com/file/d/1RYX3PIoy9dvQwgJj5F92kiAGGadX_V4w/view?usp=drivesdk 
https://drive.google.com/file/d/1XyvU4sZ6GBhojP_vlMy0ij4CRCIjNU_l/view?usp=drivesdk 
https://drive.google.com/file/d/1vgdVQdfh-bu8fLDqgNaS-f6i-MHwuB-E/view?usp=drivesdk ",Sold,https://drive.google.com/drive/folders/1BkpyXZL8iDWisXfhwMjeQWEzDk5aNQpA?usp=drive_link
37,Toyota Noah Hybrid X Package,2019,DAA-ZWR80G,Pearl,"179,564",1800,3,,,Dhaka,https://drive.google.com/drive/folders/1gVxKxZHRqFocEJAVfir5qzxlqKPvMxFY?usp=drive_link,https://drive.google.com/file/d/1x8Z7j4VNKQ3_VAgQBfUvernf80OM6Fyt/view?usp=drive_link,"https://drive.google.com/file/d/1BWFNE-yoyObHb_diEP-QWBu0xOOX0vxx/view?usp=drivesdk 
https://drive.google.com/file/d/1PuMYcw8YspKMLFeqZ07sLDXdCQ5RWToF/view?usp=drivesdk 
https://drive.google.com/file/d/1XWBrXfPoDBOj5-WxiH2F2aW2eH9T3aav/view?usp=drivesdk 
https://drive.google.com/file/d/1iSwkFO7HhfrmORDshVOOobCp3HGiazrI/view?usp=drivesdk 
https://drive.google.com/file/d/1vkD1OV_E8ZaIxlJwpp20pIYw4WTsz3aH/view?usp=drivesdk 
https://drive.google.com/file/d/1x8Z7j4VNKQ3_VAgQBfUvernf80OM6Fyt/view?usp=drivesdk 
https://drive.google.com/file/d/1yarvK8zae3cGdgRith3g6POqdu7pllYN/view?usp=drivesdk ",Sold,https://drive.google.com/drive/folders/1gVxKxZHRqFocEJAVfir5qzxlqKPvMxFY?usp=drive_link
38,Toyota Noah Hybrid X Package,2021,6AA-ZWR80G,Pearl,"148,341",1800,RA,"Push start, Left side power sliding door",,Dhaka,https://drive.google.com/drive/folders/1NFJD4LGWBD8lHjTq_5-jZZa8b36NxsY3?usp=drive_link,https://drive.google.com/file/d/1Ps9ILSokSCP-BUTDly0plC6rkcUMJssD/view?usp=drive_link,"https://drive.google.com/file/d/10Ad_GSOBBrTDf_HOqxaqgWS1lb4_NT1U/view?usp=drivesdk 
https://drive.google.com/file/d/17X-YTpH0Kch7dAGjBv8OebCTWi4z3RN8/view?usp=drivesdk 
https://drive.google.com/file/d/1IqJvPFwgHgBW3VlSkIud1pt5KG3Mbv1-/view?usp=drivesdk 
https://drive.google.com/file/d/1Ps9ILSokSCP-BUTDly0plC6rkcUMJssD/view?usp=drivesdk 
https://drive.google.com/file/d/1VuT7ywKZ9ZV6WCex_-5lz8Yh1iKuKRod/view?usp=drivesdk 
https://drive.google.com/file/d/1WXtKbaLtvjcpRqOPkFwsXakqxo7j18uB/view?usp=drivesdk 
https://drive.google.com/file/d/1u850GZN8KzzknyfMuIpj6MuD4cRkw2XX/view?usp=drivesdk ",Sold,https://drive.google.com/drive/folders/1NFJD4LGWBD8lHjTq_5-jZZa8b36NxsY3?usp=drive_link
39,Toyota Regius Ace Van Super GL Package ,2019,CBF-TRH200V,Pearl,"144,051",2000,3,,,Dhaka,https://drive.google.com/drive/folders/1dKoj2ScLZfA6f83dI6i3fPtjLrXsAqQP?usp=drive_link,https://drive.google.com/file/d/18wKUlKg7hUIbZpKRWAGeE4coztA2_FtG/view?usp=drive_link,"https://drive.google.com/file/d/11mCew87i3tP4aHa9CyZeZArhdqdPxYBO/view?usp=drivesdk 
https://drive.google.com/file/d/16qlTTkGw727waUTA7fZx75FMNd7fAya1/view?usp=drivesdk 
https://drive.google.com/file/d/18wKUlKg7hUIbZpKRWAGeE4coztA2_FtG/view?usp=drivesdk 
https://drive.google.com/file/d/1MCHdrz_HxlA8gOSP5nzAw_mLMldswX8C/view?usp=drivesdk 
https://drive.google.com/file/d/1YWc9JNWD9RRgXDV4qPDH8yGH0906JBMh/view?usp=drivesdk 
https://drive.google.com/file/d/1ewkEBKmDFDpcqb8hv75Mi0hRziaollbH/view?usp=drivesdk 
https://drive.google.com/file/d/1j88XrY53CGeTzMU2pfE6S3pH8HN2hjra/view?usp=drivesdk ",Sold,https://drive.google.com/drive/folders/1dKoj2ScLZfA6f83dI6i3fPtjLrXsAqQP?usp=drive_link
40,Toyota Corolla Fielder HV G WxB,2019,NKE165-7213385,Pearl,"196,376",1500,3.5,Front seat heater,,Dhaka,https://drive.google.com/drive/folders/1BndN4MsDu6nVvdLtkdRv8gWNjeHhTMnb?usp=drive_link,https://drive.google.com/file/d/11Al1pmed-jv2q2V-xeF-qIia1BdIctgi/view?usp=drive_link,"https://drive.google.com/file/d/11Al1pmed-jv2q2V-xeF-qIia1BdIctgi/view?usp=drivesdk 
https://drive.google.com/file/d/11hxsWm_e76Qv5c9r9f_-u0JsZZJB5Y6Q/view?usp=drivesdk 
https://drive.google.com/file/d/1AOVOqYXzXu4hvAF5T6sEI_JV1waIcLrt/view?usp=drivesdk 
https://drive.google.com/file/d/1AzjtzQAutNE0UbaSAWosVWetyCsfA4IP/view?usp=drivesdk 
https://drive.google.com/file/d/1J_pgEqu-KL_7XO1-M20hznN35cxe5zTH/view?usp=drivesdk 
https://drive.google.com/file/d/1Q-1Y-xu-__sipi6hUy2_0-T02AuEUs1R/view?usp=drivesdk 
https://drive.google.com/file/d/1YGNwQi676S2VM0Y-308zwNK1yY3bJSgU/view?usp=drivesdk 
https://drive.google.com/file/d/1sO2VPP1D-R62DAVwsToa1bHvATgAVL2U/view?usp=drivesdk 
https://drive.google.com/file/d/1tlTDKePlRkek5H5y2TmR3TqmkIt3uh3H/view?usp=drivesdk 
https://drive.google.com/file/d/1u1LUsEXQUTnM4eki7xKotZjI17LR8cGE/view?usp=drivesdk 
https://drive.google.com/file/d/1wGfT9C2Sqg8C-X-T_ileTdTvseM5oLVz/view?usp=drivesdk ",Sold,https://drive.google.com/drive/folders/1BndN4MsDu6nVvdLtkdRv8gWNjeHhTMnb?usp=drive_link
41,Toyota Hiace Super GL Dark Prime ii,2019,TRH200-0298845,Black,"160,779",2000,3,,,Dhaka,https://drive.google.com/drive/folders/1PQlmb3rU0oTQEJo2-1tPdNYZfTNVrFp4?usp=drive_link,https://drive.google.com/file/d/1KcZJxsiia8JaiW1NzqxCTA-euxOnw2zo/view?usp=drive_link," https://drive.google.com/file/d/1DqZhgUATaADmhxgez9Sreq61SJfWcKjT/view?usp=drivesdk 
https://drive.google.com/file/d/1FI2VxvEvpSCC5es6sBrvGqyT9El8p6js/view?usp=drivesdk 
https://drive.google.com/file/d/1KQt_Ie5Uy6ZBnFm3U8rP1JwuB97H8NbR/view?usp=drivesdk 
https://drive.google.com/file/d/1KcZJxsiia8JaiW1NzqxCTA-euxOnw2zo/view?usp=drivesdk 
https://drive.google.com/file/d/1MUEu2sSaHvQWqpgG2Iom_AYCXv85nk--/view?usp=drivesdk 
https://drive.google.com/file/d/1dHbgcaprFAeYLb0M6A5y632nu53YTUUN/view?usp=drivesdk 
https://drive.google.com/file/d/1qGKRH_j9y8TxYEJnjx74V6M6oHrFkSb9/view?usp=drivesdk ",Sold,https://drive.google.com/drive/folders/1PQlmb3rU0oTQEJo2-1tPdNYZfTNVrFp4?usp=drive_link
42,Toyota Land Cruiser 250 (2024),2024,GDJ250-0001322,Pearl,"14,520",2800,5,"18-inch off-road tires, Round Bi-Beam LED headlights (with auto-leveling function)
+LED clearance lights (with Follow Me Home function) & LED daytime running lights
265/70R18 tires & 18x7 1/2J aluminum wheels",,Dhaka,https://drive.google.com/drive/folders/1DKmgesoiibwEcZ_6-_tskoEsCgvR5dOm?usp=drive_link,https://drive.google.com/file/d/14rTxQcgKQPiF06sAc0Q7ffWd8nvkGZ91/view?usp=drive_link,"https://drive.google.com/file/d/14rTxQcgKQPiF06sAc0Q7ffWd8nvkGZ91/view?usp=drivesdk 
https://drive.google.com/file/d/1AIe3udaLy52VzclwzxFX-loTwxq0BZem/view?usp=drivesdk 
https://drive.google.com/file/d/1G54YKYTlEeD90droiFftG5zD9HDasFLT/view?usp=drivesdk 
https://drive.google.com/file/d/1IwXODn9881A_zRvdRfjwuqaagYizl9Us/view?usp=drivesdk 
https://drive.google.com/file/d/1P8_AfH5DNSX7b7kbBmJYHT6YtrAnJkny/view?usp=drivesdk 
https://drive.google.com/file/d/1cwZxjjBO9Efv_iclgsv1efl8X-GJrkQ2/view?usp=drivesdk 
https://drive.google.com/file/d/1iXFltMwrD3GUw4Lkow3j7o9fibDcls-m/view?usp=drivesdk ",Sold,https://drive.google.com/drive/folders/1DKmgesoiibwEcZ_6-_tskoEsCgvR5dOm?usp=drive_link
44,Toyota Corolla Cross Hybrid Z Package,2022,ZVG11-1030937,Black,"50,400",1800,4.5,"Push Start, Smart Key",,Dhaka,https://drive.google.com/drive/folders/1OWSyl4zS_ZmiLdD9sNjPEadWJKEDjTJ5?usp=drive_link,https://drive.google.com/file/d/1mmCD60oGSP0GMzlxIAhXcJun9KrxxCOZ/view?usp=drive_link,"https://drive.google.com/file/d/1KAuw0Xi1zzTRX8Y6TuFZ-l9ChCtQ4VyP/view?usp=drivesdk
https://drive.google.com/file/d/1MHG0sdE1Q_RiwiKyuj4Cw8BvBxCLuLYi/view?usp=drivesdk
https://drive.google.com/file/d/1eQ54qCCklCG-fZFxdClZ6RUIjUNr12nQ/view?usp=drivesdk
https://drive.google.com/file/d/1mmCD60oGSP0GMzlxIAhXcJun9KrxxCOZ/view?usp=drivesdk
https://drive.google.com/file/d/1naV4wn8gZBu5ZNud2Nq5PGl4Os4rb9a9/view?usp=drivesdk",Sold,https://drive.google.com/drive/folders/1OWSyl4zS_ZmiLdD9sNjPEadWJKEDjTJ5?usp=drive_link
49,Toyota Corolla Axio ,,,,,1500,,,,Dhaka,https://drive.google.com/drive/folders/1o5EjG9qnasLP5lGvcQPSw6HdFPLZQWN1?usp=drive_link,https://drive.google.com/file/d/1-3ArhXIRDo6pggIIW_m0SmDvaDMN4UbK/view?usp=drive_link,"https://drive.google.com/file/d/1-3ArhXIRDo6pggIIW_m0SmDvaDMN4UbK/view?usp=drivesdk
https://drive.google.com/file/d/1ES-Q2jmviXbcI0cithA-KJ3aV-Rv-7jW/view?usp=drivesdk
https://drive.google.com/file/d/1I6sclXBw92_EBhHMQU6dLsbL0M8cLUqH/view?usp=drivesdk
https://drive.google.com/file/d/1ODxd_ymnHIfe__Ok9p2tkGE31RHBZbom/view?usp=drivesdk
https://drive.google.com/file/d/1SJ8fq5TuOoEAHL3FdnroNzNyLU7aGpTH/view?usp=drivesdk
https://drive.google.com/file/d/1VGfbJsI09yRR_ABuh8LMhpHshEKakynl/view?usp=drivesdk
https://drive.google.com/file/d/1Y-0nBqQ33Tq__Nf35Csg02b_y2LODqwR/view?usp=drivesdk
https://drive.google.com/file/d/1_RNcDoftDppCTSP02M9WiMfv9Mk90Rzh/view?usp=drivesdk
https://drive.google.com/file/d/1ijYdW1Y3R7prkgwSHlb0Tt2JCZYYmbJC/view?usp=drivesdk
https://drive.google.com/file/d/1lHVfYn9FQL2pRGMqaj9Vl5ISc8YQP99O/view?usp=drivesdk
https://drive.google.com/file/d/1m-ArKBj2L4RHbyhdt41JaeEZgqRa11xK/view?usp=drivesdk
https://drive.google.com/file/d/1sybfrfiRk7QH-TfJkDeioNTXcYYmaFBU/view?usp=drivesdk",,https://drive.google.com/drive/folders/1o5EjG9qnasLP5lGvcQPSw6HdFPLZQWN1?usp=drive_link
50,Toyota C-HR G Mode Package,,,,,,,,,Dhaka,https://drive.google.com/drive/folders/1ylEocfsP8wkuQaiBjKOpZez5lUt74xbx?usp=drive_link,https://drive.google.com/open?id=1J8RyrzDnJqTtdbOxuFpDoSnQB87W5uir&usp=drive_copy,"https://drive.google.com/file/d/157pWDRng1_jgC7rJJ3tXM-McE63hP8o1/view?usp=drivesdk
https://drive.google.com/file/d/160_0mfclZMKvtFEnwADPdTvtfhgfP2oi/view?usp=drivesdk
https://drive.google.com/file/d/1BskUbQK1l-X1FKA8qf5dYF5pqi9PGgSo/view?usp=drivesdk
https://drive.google.com/file/d/1H7XyTAxHW21gOsG-7pmgURjhnBY3msI_/view?usp=drivesdk
https://drive.google.com/file/d/1J8RyrzDnJqTtdbOxuFpDoSnQB87W5uir/view?usp=drivesdk
https://drive.google.com/file/d/1LssuTXaKML6GTSKZ4wpWM-d3G1C2-XME/view?usp=drivesdk
https://drive.google.com/file/d/1MjbCPcNZEbjeR55V79UZS5yob-o5NkNu/view?usp=drivesdk
https://drive.google.com/file/d/1VPi3GhCFsj6IT_Q_lohC5cQGIy5y42lf/view?usp=drivesdk
https://drive.google.com/file/d/1doyo7VKTq_yiOC-A2RVkqGPQ6F5QnTNp/view?usp=drivesdk
https://drive.google.com/file/d/1frYgTD0IzARNTT4uqR0MEbrl51ubswg-/view?usp=drivesdk
https://drive.google.com/file/d/1gI9B9nTpB_qYltmGSMqdf0JEE25WQAqv/view?usp=drivesdk
https://drive.google.com/file/d/1iZ7wtt1qjehWx6HEn7R3EnnQM2lCT51p/view?usp=drivesdk
https://drive.google.com/file/d/1pacOoOuB6zEASxTv_g6tmwgYKyjS-Ca5/view?usp=drivesdk
https://drive.google.com/file/d/1rSTPjXzP1RpEyakUn7VgomDuI1Nq5Nkg/view?usp=drivesdk
https://drive.google.com/file/d/1ukglmWxxvpvEk9tJXUciji2aeJALPRNi/view?usp=drivesdk
https://drive.google.com/file/d/1uvC4MPxY6V3IcJJ8cYDOT7MB_wkWngD_/view?usp=drivesdk
https://drive.google.com/file/d/1v-od4aVm2HPMSPvUo5y5WQfpemzOE5U9/view?usp=drivesdk
https://drive.google.com/file/d/1v6TFFigjANjxZEKegtCU7DlMp1gJAlDU/view?usp=drivesdk",Sold,https://drive.google.com/drive/folders/1ylEocfsP8wkuQaiBjKOpZez5lUt74xbx?usp=drive_link
55,Toyota Corolla Fielder Hybrid G Package,2019,NKE165-7215041,Silver,"45,488",1500,3.5,"Push Start, Smart Key Entry",,Dhaka,https://drive.google.com/drive/folders/1zQfJ1NPTTbx8YFJ6vvNxIQvlk9i6eMAn?usp=drive_link,https://drive.google.com/file/d/1qVqpf6hP0kS-sZi3KwHWYJ9Hb6ZmZ59s/view?usp=drive_link,"https://drive.google.com/file/d/1CXN4szY3gtafO2BwqdShk4QTFZqncnQ5/view?usp=drivesdk
https://drive.google.com/file/d/1ETFgBaLITl9CjoOWyAnuMj6rOTaDGmPI/view?usp=drivesdk
https://drive.google.com/file/d/1IIDcUeL19kkloK-JOmX0s-nNAaEXbre8/view?usp=drivesdk
https://drive.google.com/file/d/1KKwsqfYlf2n5x7vTn9amgrSZno6oB0YV/view?usp=drivesdk
https://drive.google.com/file/d/1mJj_pKaSzejqmk-6oLCiwt83bPSsf50Y/view?usp=drivesdk
https://drive.google.com/file/d/1nzvhOTbT19mS-__G4ssrzN7w6CebcawI/view?usp=drivesdk
https://drive.google.com/file/d/1qVqpf6hP0kS-sZi3KwHWYJ9Hb6ZmZ59s/view?usp=drivesdk",Sold,https://drive.google.com/drive/folders/1zQfJ1NPTTbx8YFJ6vvNxIQvlk9i6eMAn?usp=drive_link
